Source,Link,Headline,Description,Date,Timestamp,Topic,Author,Region,Article_Content
Al Jazeera,https://www.aljazeera.com/news/2024/10/12/nicaragua-breaks-diplomatic-ties-with-israel-amid-ongoing-gaza-war,Nicaragua breaks diplomatic ties with Israel amid ongoing Gaza war ...,"3 days ago ... In a largely symbolic move, the Ortega government condemned Israel's leaders as 'fascist' and 'genocidal' over Gaza war.",Last update 12 Oct 2024,2024-10-14 20:36:01.412324,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/tag/israel-palestine-conflict/,Israel-Palestine conflict | Today's latest from Al Jazeera,How Israel destroyed Gaza · 'The birds are witnesses' · How asbestos will kill for decades · A year of war by the numbers · The war in maps and charts. Featured ...,Unknown,2024-10-14 20:36:01.479517,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/longform/2023/10/9/israel-hamas-war-in-maps-and-charts-live-tracker,Israel-Gaza war in maps and charts: Live tracker | Israel-Palestine ...,"Oct 9, 2023 ... The Israeli army published an online map of the Gaza Strip on December 1, dividing the enclave into more than 600 numbered blocks.",Last update 13 Oct 2024,2024-10-14 20:36:01.582972,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/liveblog/2024/10/14/live-22-dead-80-wounded-as-israeli-army-shells-gaza-school-shelter,Live: Israel air attack on northern Lebanon kills at least 18 | Gaza ...,"2 hours ago ... Israel's army has repeatedly been accused of targeting media workers during its yearlong war on Gaza. Last week, Israeli forces killed ...",Last update 14 Oct 2024,2024-10-14 20:36:01.670216,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/features/2024/10/11/israel-wages-war-on-lebanon-with-its-tactics-from-gaza,How Israel is replaying its Gaza doctrine in Lebanon | Israel attacks ...,"3 days ago ... As Israel wages war on Lebanon, it is deploying some of the same devastating tactics that it used to destroy Gaza.",Last update 11 Oct 2024,2024-10-14 20:36:01.758513,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/liveblog/2024/10/13/live-israeli-siege-of-north-gaza-kills-200-lebanon-death-toll-hits-1645,"Updates: Hezbollah drone attack kills 4 Israeli soldiers, injures 7 ...","18 hours ago ... UN chief Guterres has said attacks on UNIFIL “may constitute a war crime”, adding that UN peacekeepers will remain in southern Lebanon.",Last update 14 Oct 2024,2024-10-14 20:36:01.848885,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/liveblog/2024/10/1/israel-attacks-lebanon-live-israelis-launch-ground-operation-in-lebanon,"Israel war on Gaza, Lebanon updates: Iran fires missiles at Israel ...","Oct 1, 2024 ... These were the updates on Iran's missile attack on Israel, and Israel's war on Gaza and Lebanon, for Tuesday October 1.",Last update 2 Oct 2024,2024-10-14 20:36:01.929214,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/liveblog/2024/10/11/live-israel-hits-centre-of-lebanons-beirut-intensifies-north-gaza-siege,Updates: Israeli attacks on UN in Lebanon draw international ...,"3 days ago ... In the first few weeks of Israel's war on Gaza, it was struck multiple times by Israeli forces, including an attack on a school where ...",Last update 12 Oct 2024,2024-10-14 20:36:02.036108,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/2024/10/11/us-imposes-sanctions-on-irans-oil-sector-over-missile-attack-on-israel,US imposes sanctions on Iran's oil sector over missile attack on Israel,"3 days ago ... On Thursday, a spokesperson for Kataib Hezbollah, an Iran-allied Iraqi group, warned that if an “energy war” were to start, “the world would ...",11 Oct 2024,2024-10-14 20:36:02.112474,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/longform/2024/10/14/in-shadow-of-israels-war-on-gaza-palestinian-diaspora-fights-to-be-heard,"In shadow of Israel's war on Gaza, Palestinian diaspora fights to be ...","2 hours ago ... ... Israeli attack as he fled his home in northern Gaza in October 2023, just days into Israel's war on the Palestinian territory. And she had ...",14 Oct 2024,2024-10-14 20:36:02.186719,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/2024/10/12/nicaragua-breaks-diplomatic-ties-with-israel-amid-ongoing-gaza-war,Nicaragua breaks diplomatic ties with Israel amid ongoing Gaza war ...,"3 days ago ... In a largely symbolic move, the Ortega government condemned Israel's leaders as 'fascist' and 'genocidal' over Gaza war.",Last update 12 Oct 2024,2024-10-14 20:36:05.908603,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/tag/israel-palestine-conflict/,Israel-Palestine conflict | Today's latest from Al Jazeera,How Israel destroyed Gaza · 'The birds are witnesses' · How asbestos will kill for decades · A year of war by the numbers · The war in maps and charts. Featured ...,Unknown,2024-10-14 20:36:06.002118,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/longform/2023/10/9/israel-hamas-war-in-maps-and-charts-live-tracker,Israel-Gaza war in maps and charts: Live tracker | Israel-Palestine ...,"Oct 9, 2023 ... The Israeli army published an online map of the Gaza Strip on December 1, dividing the enclave into more than 600 numbered blocks.",Last update 13 Oct 2024,2024-10-14 20:36:06.109335,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/liveblog/2024/10/14/live-22-dead-80-wounded-as-israeli-army-shells-gaza-school-shelter,Live: Israel air attack on northern Lebanon kills at least 18 | Gaza ...,"2 hours ago ... Israel's army has repeatedly been accused of targeting media workers during its yearlong war on Gaza. Last week, Israeli forces killed ...",Last update 14 Oct 2024,2024-10-14 20:36:06.203192,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/features/2024/10/11/israel-wages-war-on-lebanon-with-its-tactics-from-gaza,How Israel is replaying its Gaza doctrine in Lebanon | Israel attacks ...,"3 days ago ... As Israel wages war on Lebanon, it is deploying some of the same devastating tactics that it used to destroy Gaza.",Last update 11 Oct 2024,2024-10-14 20:36:06.299023,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/liveblog/2024/10/13/live-israeli-siege-of-north-gaza-kills-200-lebanon-death-toll-hits-1645,"Updates: Hezbollah drone attack kills 4 Israeli soldiers, injures 7 ...","18 hours ago ... UN chief Guterres has said attacks on UNIFIL “may constitute a war crime”, adding that UN peacekeepers will remain in southern Lebanon.",Last update 14 Oct 2024,2024-10-14 20:36:06.395047,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/liveblog/2024/10/1/israel-attacks-lebanon-live-israelis-launch-ground-operation-in-lebanon,"Israel war on Gaza, Lebanon updates: Iran fires missiles at Israel ...","Oct 1, 2024 ... These were the updates on Iran's missile attack on Israel, and Israel's war on Gaza and Lebanon, for Tuesday October 1.",Last update 2 Oct 2024,2024-10-14 20:36:06.491332,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/liveblog/2024/10/11/live-israel-hits-centre-of-lebanons-beirut-intensifies-north-gaza-siege,Updates: Israeli attacks on UN in Lebanon draw international ...,"3 days ago ... In the first few weeks of Israel's war on Gaza, it was struck multiple times by Israeli forces, including an attack on a school where ...",Last update 12 Oct 2024,2024-10-14 20:36:06.607961,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/2024/10/11/us-imposes-sanctions-on-irans-oil-sector-over-missile-attack-on-israel,US imposes sanctions on Iran's oil sector over missile attack on Israel,"3 days ago ... On Thursday, a spokesperson for Kataib Hezbollah, an Iran-allied Iraqi group, warned that if an “energy war” were to start, “the world would ...",11 Oct 2024,2024-10-14 20:36:06.705393,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/longform/2024/10/14/in-shadow-of-israels-war-on-gaza-palestinian-diaspora-fights-to-be-heard,"In shadow of Israel's war on Gaza, Palestinian diaspora fights to be ...","2 hours ago ... ... Israeli attack as he fled his home in northern Gaza in October 2023, just days into Israel's war on the Palestinian territory. And she had ...",14 Oct 2024,2024-10-14 20:36:06.809398,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/2024/10/5/what-russia-wants-from-israel-iran-escalation-chaos-good-war-bad,"What Russia wants from Israel-Iran escalation: Chaos good, war bad ...","Oct 5, 2024 ... Russia is dependent on Iran for military support in Ukraine, but has had complex ties with Hezbollah.",Last update 6 Oct 2024,2024-10-14 20:36:06.923850,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/2024/10/9/is-biden-administration-seeking-deescalation-or-driving-middle-east-war,Is Biden administration seeking de-escalation – or driving Middle ...,"5 days ago ... As Washington calls for a regional ceasefire, it continues to provide political and military support for Israel. Is the expanding war failed ...",Last update 9 Oct 2024,2024-10-14 20:36:07.022011,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/2024/10/10/un-inquiry-accuses-israel-of-deliberately-hitting-gaza-health-facilities,UN inquiry accuses Israel of crime of 'extermination' in Gaza | Israel ...,4 days ago ... The inquiry found that Israel was committing 'war crimes and crimes against humanity' in its attacks on hospitals.,Last update 10 Oct 2024,2024-10-14 20:36:07.106704,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/longform/2024/10/8/one-year-of-israels-war-on-gaza-by-the-numbers,One year of Israel's war on Gaza – by the numbers | Infographic ...,"6 days ago ... Over the past year, Israeli attacks have killed at least 41,615 Palestinians living in Gaza, equal to 1 out of every 55 people living there. At ...",Last update 8 Oct 2024,2024-10-14 20:36:07.207411,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/2024/10/3/what-did-al-jazeeras-investigation-into-israeli-war-crimes-in-gaza-reveal,What did Al Jazeera's investigation into Israeli war crimes in Gaza ...,"Oct 3, 2024 ... The I-Unit's new film, which investigates Israeli war crimes primarily through the medium of the evidence Israeli soldiers themselves have provided.",Last update 4 Oct 2024,2024-10-14 20:36:07.293265,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/liveblog/2024/10/1/israels-war-on-gaza-israel-says-it-will-respond-to-iran-missile-attacks,Updates: Hezbollah fights Israeli troops in Lebanon as 5 killed in ...,"Oct 1, 2024 ... Iran's president says Tehran “is not looking for war but looking forward to peace and calm”, adding that “Israel is forcing us to react”. At ...",Last update 3 Oct 2024,2024-10-14 20:36:07.382088,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/liveblog/2024/10/8/live-israel-kills-dozens-in-gaza-as-palestinians-mark-one-year-of-war,Updates: Lebanon's Hezbollah hits Israel's Haifa; Israel pounds ...,"6 days ago ... UN chief Antonio Guterres calls for an immediate ceasefire in Gaza and Lebanon, warns against all-out war. · Hezbollah has fired its biggest-yet ...",Last update 9 Oct 2024,2024-10-14 20:36:07.470496,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/program/start-here/2024/10/7/one-year-of-israels-war-on-gaza-start-here,One year of Israel's war on Gaza | Start Here | Digital Series | Al ...,"7 days ago ... One year of Israel's war on Gaza | Start Here. Read more. It has been a year since Hamas attacked Israel, and Israel launched its war on Gaza.",Last update 8 Oct 2024,2024-10-14 20:36:07.555702,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/2024/10/1/israels-war-on-lebanon-triggers-unprecedent-displacement,Israel's war on Lebanon triggers unprecedented displacement crisis ...,"Oct 1, 2024 ... Civilians have fled Israel's relentless bombing and looming invasion, triggering a humanitarian catastrophe. IDP man in Beirut. Hundreds of ...",1 Oct 2024,2024-10-14 20:36:07.645326,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/liveblog/2024/9/24/israels-war-on-gaza-live-no-respite-for-palestinians-from-bombardment,Israel's war on Gaza updates: At least 12 killed in new attacks | Israel ...,"Sep 24, 2024 ... At least 12 killed in new attacks. Israel has continued its attacks on the Gaza Strip, as rain adds to the misery of Palestinians.",Last update 24 Sep 2024,2024-10-14 20:36:07.736063,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/2024/10/12/nicaragua-breaks-diplomatic-ties-with-israel-amid-ongoing-gaza-war,Nicaragua breaks diplomatic ties with Israel amid ongoing Gaza war ...,"3 days ago ... In a largely symbolic move, the Ortega government condemned Israel's leaders as 'fascist' and 'genocidal' over Gaza war.",Last update 12 Oct 2024,2024-10-14 20:36:10.973008,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/tag/israel-palestine-conflict/,Israel-Palestine conflict | Today's latest from Al Jazeera,How Israel destroyed Gaza · 'The birds are witnesses' · How asbestos will kill for decades · A year of war by the numbers · The war in maps and charts. Featured ...,Unknown,2024-10-14 20:36:11.083169,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/longform/2023/10/9/israel-hamas-war-in-maps-and-charts-live-tracker,Israel-Gaza war in maps and charts: Live tracker | Israel-Palestine ...,"Oct 9, 2023 ... The Israeli army published an online map of the Gaza Strip on December 1, dividing the enclave into more than 600 numbered blocks.",Last update 13 Oct 2024,2024-10-14 20:36:11.184991,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/liveblog/2024/10/14/live-22-dead-80-wounded-as-israeli-army-shells-gaza-school-shelter,Live: Israel air attack on northern Lebanon kills at least 18 | Gaza ...,"2 hours ago ... Israel's army has repeatedly been accused of targeting media workers during its yearlong war on Gaza. Last week, Israeli forces killed ...",Last update 14 Oct 2024,2024-10-14 20:36:11.285495,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/features/2024/10/11/israel-wages-war-on-lebanon-with-its-tactics-from-gaza,How Israel is replaying its Gaza doctrine in Lebanon | Israel attacks ...,"3 days ago ... As Israel wages war on Lebanon, it is deploying some of the same devastating tactics that it used to destroy Gaza.",Last update 11 Oct 2024,2024-10-14 20:36:11.386253,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/liveblog/2024/10/13/live-israeli-siege-of-north-gaza-kills-200-lebanon-death-toll-hits-1645,"Updates: Hezbollah drone attack kills 4 Israeli soldiers, injures 7 ...","18 hours ago ... UN chief Guterres has said attacks on UNIFIL “may constitute a war crime”, adding that UN peacekeepers will remain in southern Lebanon.",Last update 14 Oct 2024,2024-10-14 20:36:11.504274,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/liveblog/2024/10/1/israel-attacks-lebanon-live-israelis-launch-ground-operation-in-lebanon,"Israel war on Gaza, Lebanon updates: Iran fires missiles at Israel ...","Oct 1, 2024 ... These were the updates on Iran's missile attack on Israel, and Israel's war on Gaza and Lebanon, for Tuesday October 1.",Last update 2 Oct 2024,2024-10-14 20:36:11.605914,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/liveblog/2024/10/11/live-israel-hits-centre-of-lebanons-beirut-intensifies-north-gaza-siege,Updates: Israeli attacks on UN in Lebanon draw international ...,"3 days ago ... In the first few weeks of Israel's war on Gaza, it was struck multiple times by Israeli forces, including an attack on a school where ...",Last update 12 Oct 2024,2024-10-14 20:36:11.706492,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/2024/10/11/us-imposes-sanctions-on-irans-oil-sector-over-missile-attack-on-israel,US imposes sanctions on Iran's oil sector over missile attack on Israel,"3 days ago ... On Thursday, a spokesperson for Kataib Hezbollah, an Iran-allied Iraqi group, warned that if an “energy war” were to start, “the world would ...",11 Oct 2024,2024-10-14 20:36:11.802359,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/longform/2024/10/14/in-shadow-of-israels-war-on-gaza-palestinian-diaspora-fights-to-be-heard,"In shadow of Israel's war on Gaza, Palestinian diaspora fights to be ...","2 hours ago ... ... Israeli attack as he fled his home in northern Gaza in October 2023, just days into Israel's war on the Palestinian territory. And she had ...",14 Oct 2024,2024-10-14 20:36:11.903084,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/2024/10/5/what-russia-wants-from-israel-iran-escalation-chaos-good-war-bad,"What Russia wants from Israel-Iran escalation: Chaos good, war bad ...","Oct 5, 2024 ... Russia is dependent on Iran for military support in Ukraine, but has had complex ties with Hezbollah.",Last update 6 Oct 2024,2024-10-14 20:36:11.995857,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/2024/10/9/is-biden-administration-seeking-deescalation-or-driving-middle-east-war,Is Biden administration seeking de-escalation – or driving Middle ...,"5 days ago ... As Washington calls for a regional ceasefire, it continues to provide political and military support for Israel. Is the expanding war failed ...",Last update 9 Oct 2024,2024-10-14 20:36:12.088401,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/2024/10/10/un-inquiry-accuses-israel-of-deliberately-hitting-gaza-health-facilities,UN inquiry accuses Israel of crime of 'extermination' in Gaza | Israel ...,4 days ago ... The inquiry found that Israel was committing 'war crimes and crimes against humanity' in its attacks on hospitals.,Last update 10 Oct 2024,2024-10-14 20:36:12.186938,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/longform/2024/10/8/one-year-of-israels-war-on-gaza-by-the-numbers,One year of Israel's war on Gaza – by the numbers | Infographic ...,"6 days ago ... Over the past year, Israeli attacks have killed at least 41,615 Palestinians living in Gaza, equal to 1 out of every 55 people living there. At ...",Last update 8 Oct 2024,2024-10-14 20:36:12.302485,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/2024/10/3/what-did-al-jazeeras-investigation-into-israeli-war-crimes-in-gaza-reveal,What did Al Jazeera's investigation into Israeli war crimes in Gaza ...,"Oct 3, 2024 ... The I-Unit's new film, which investigates Israeli war crimes primarily through the medium of the evidence Israeli soldiers themselves have provided.",Last update 4 Oct 2024,2024-10-14 20:36:12.430408,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/liveblog/2024/10/1/israels-war-on-gaza-israel-says-it-will-respond-to-iran-missile-attacks,Updates: Hezbollah fights Israeli troops in Lebanon as 5 killed in ...,"Oct 1, 2024 ... Iran's president says Tehran “is not looking for war but looking forward to peace and calm”, adding that “Israel is forcing us to react”. At ...",Last update 3 Oct 2024,2024-10-14 20:36:12.518697,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/liveblog/2024/10/8/live-israel-kills-dozens-in-gaza-as-palestinians-mark-one-year-of-war,Updates: Lebanon's Hezbollah hits Israel's Haifa; Israel pounds ...,"6 days ago ... UN chief Antonio Guterres calls for an immediate ceasefire in Gaza and Lebanon, warns against all-out war. · Hezbollah has fired its biggest-yet ...",Last update 9 Oct 2024,2024-10-14 20:36:12.608851,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/program/start-here/2024/10/7/one-year-of-israels-war-on-gaza-start-here,One year of Israel's war on Gaza | Start Here | Digital Series | Al ...,"7 days ago ... One year of Israel's war on Gaza | Start Here. Read more. It has been a year since Hamas attacked Israel, and Israel launched its war on Gaza.",Last update 8 Oct 2024,2024-10-14 20:36:12.700227,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/2024/10/1/israels-war-on-lebanon-triggers-unprecedent-displacement,Israel's war on Lebanon triggers unprecedented displacement crisis ...,"Oct 1, 2024 ... Civilians have fled Israel's relentless bombing and looming invasion, triggering a humanitarian catastrophe. IDP man in Beirut. Hundreds of ...",1 Oct 2024,2024-10-14 20:36:12.800056,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/liveblog/2024/9/24/israels-war-on-gaza-live-no-respite-for-palestinians-from-bombardment,Israel's war on Gaza updates: At least 12 killed in new attacks | Israel ...,"Sep 24, 2024 ... At least 12 killed in new attacks. Israel has continued its attacks on the Gaza Strip, as rain adds to the misery of Palestinians.",Last update 24 Sep 2024,2024-10-14 20:36:12.935315,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/liveblog/2024/9/24/israels-war-on-gaza-live-no-respite-for-palestinians-from-bombardment,Israel's war on Gaza updates: At least 12 killed in new attacks | Israel ...,"Sep 24, 2024 ... At least 12 killed in new attacks. Israel has continued its attacks on the Gaza Strip, as rain adds to the misery of Palestinians.",Last update 24 Sep 2024,2024-10-14 20:36:13.032374,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/liveblog/2024/9/28/israel-attacks-lebanon-deaths-mount-as-beirut-buildings-bombed-to,Israel attacks Lebanon updates: Hezbollah leader's killing raises ...,"Sep 28, 2024 ... And you can find all of our latest coverage of Israel's war on Gaza and its attacks on Lebanon, here. 28 Sep 2024 ...",Last update 29 Sep 2024,2024-10-14 20:36:13.132076,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/2024/10/7/one-year-of-israels-war-on-gaza-a-simple-guide,One year of Israel's war on Gaza: Key moments since October 7 ...,"7 days ago ... Despite thousands of deaths in the last year in Gaza, Israel's war has expanded to other fronts in the region.",Last update 7 Oct 2024,2024-10-14 20:36:13.223035,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/features/2024/8/18/lemon-trees-safety-hope-memories-of-my-gaza-home-before-war-came,"Lemon trees, safety, hope: Memories of my Gaza home before war ...","Aug 18, 2024 ... When Israel's war on Gaza began and we got ready to leave our house, I packed makeup and a favourite book – items that now might seem ...",Last update 19 Aug 2024,2024-10-14 20:36:13.310450,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/gallery/2024/10/7/a-year-of-israels-devastating-war-on-gaza,A year of Israel's devastating war on Gaza | Israel-Palestine conflict ...,"7 days ago ... Nearly 42000 Palestinians killed, half of them women and children, as enclave marks a year of Israel's genocidal war.",Last update 7 Oct 2024,2024-10-14 20:36:13.386193,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/liveblog/2024/10/3/live-beirut-bombed-as-hezbollah-battles-israeli-army-in-south-lebanon,"Updates: New strikes on Beirut, Hezbollah says Israeli troops killed ...","Oct 3, 2024 ... An Iranian source tells Al Jazeera that Iran sent a message to the US via Qatar saying that it does not seek regional war but adding that “the ...",Last update 4 Oct 2024,2024-10-14 20:36:13.494359,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/liveblog/2024/10/10/live-israel-kills-medics-in-lebanon-as-siege-on-north-gaza-enters-6th-day,"Updates: Israeli strikes hit central area of Lebanon's Beirut, killing 22 ...","4 days ago ... “Netanyahu is the only one who wants war to destroy the region and stay in power. Therefore, in our consultations, we call on the countries of ...",Last update 11 Oct 2024,2024-10-14 20:36:13.586296,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/opinions/2023/10/19/hamas-killed-my-parents-but-israels-war-is-not-the-answer,"Hamas killed my parents, but Israel's war is not the answer | Israel ...","Oct 19, 2023 ... Revenge is not going to bring my parents back to life. It is not going to bring back other Israelis and Palestinians killed either. It is going to do the ...",Last update 19 Oct 2023,2024-10-14 20:36:13.685532,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/liveblog/2024/9/18/israels-war-on-gaza-live-thousands-injured-in-lebanon-pager-explosions,"Israel's war on Gaza updates: New blasts in Lebanon kill 20, wound ...","Sep 18, 2024 ... A day after simultaneous blasts across Lebanon, at least 20 killed and hundreds wounded in new wave of electronic device explosions.",Last update 19 Sep 2024,2024-10-14 20:36:13.789913,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/liveblog/2024/10/6/live-israel-carries-out-very-violent-bombing-campaign-on-beirut,Updates: Hezbollah rockets hit Haifa after Israel pounds Beirut ...,"Oct 6, 2024 ... Collapse of Gaza's healthcare system due to Israeli attacks. Gaza's healthcare system has collapsed in the year of Israel's war. Hospitals have ...",Last update 7 Oct 2024,2024-10-14 20:36:13.884386,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/2024/10/12/nicaragua-breaks-diplomatic-ties-with-israel-amid-ongoing-gaza-war,Nicaragua breaks diplomatic ties with Israel amid ongoing Gaza war ...,"3 days ago ... In a largely symbolic move, the Ortega government condemned Israel's leaders as 'fascist' and 'genocidal' over Gaza war.",Last update 12 Oct 2024,2024-10-14 20:36:17.134784,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/tag/israel-palestine-conflict/,Israel-Palestine conflict | Today's latest from Al Jazeera,How Israel destroyed Gaza · 'The birds are witnesses' · How asbestos will kill for decades · A year of war by the numbers · The war in maps and charts. Featured ...,Unknown,2024-10-14 20:36:17.241501,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/longform/2023/10/9/israel-hamas-war-in-maps-and-charts-live-tracker,Israel-Gaza war in maps and charts: Live tracker | Israel-Palestine ...,"Oct 9, 2023 ... The Israeli army published an online map of the Gaza Strip on December 1, dividing the enclave into more than 600 numbered blocks.",Last update 13 Oct 2024,2024-10-14 20:36:17.371929,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/liveblog/2024/10/14/live-22-dead-80-wounded-as-israeli-army-shells-gaza-school-shelter,Live: Israel air attack on northern Lebanon kills at least 18 | Gaza ...,"2 hours ago ... Israel's army has repeatedly been accused of targeting media workers during its yearlong war on Gaza. Last week, Israeli forces killed ...",Last update 14 Oct 2024,2024-10-14 20:36:17.463454,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/features/2024/10/11/israel-wages-war-on-lebanon-with-its-tactics-from-gaza,How Israel is replaying its Gaza doctrine in Lebanon | Israel attacks ...,"3 days ago ... As Israel wages war on Lebanon, it is deploying some of the same devastating tactics that it used to destroy Gaza.",Last update 11 Oct 2024,2024-10-14 20:36:17.553247,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/liveblog/2024/10/13/live-israeli-siege-of-north-gaza-kills-200-lebanon-death-toll-hits-1645,"Updates: Hezbollah drone attack kills 4 Israeli soldiers, injures 7 ...","18 hours ago ... UN chief Guterres has said attacks on UNIFIL “may constitute a war crime”, adding that UN peacekeepers will remain in southern Lebanon.",Last update 14 Oct 2024,2024-10-14 20:36:17.641524,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/liveblog/2024/10/1/israel-attacks-lebanon-live-israelis-launch-ground-operation-in-lebanon,"Israel war on Gaza, Lebanon updates: Iran fires missiles at Israel ...","Oct 1, 2024 ... These were the updates on Iran's missile attack on Israel, and Israel's war on Gaza and Lebanon, for Tuesday October 1.",Last update 2 Oct 2024,2024-10-14 20:36:17.714152,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/liveblog/2024/10/11/live-israel-hits-centre-of-lebanons-beirut-intensifies-north-gaza-siege,Updates: Israeli attacks on UN in Lebanon draw international ...,"3 days ago ... In the first few weeks of Israel's war on Gaza, it was struck multiple times by Israeli forces, including an attack on a school where ...",Last update 12 Oct 2024,2024-10-14 20:36:17.808364,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/2024/10/11/us-imposes-sanctions-on-irans-oil-sector-over-missile-attack-on-israel,US imposes sanctions on Iran's oil sector over missile attack on Israel,"3 days ago ... On Thursday, a spokesperson for Kataib Hezbollah, an Iran-allied Iraqi group, warned that if an “energy war” were to start, “the world would ...",11 Oct 2024,2024-10-14 20:36:17.897872,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/longform/2024/10/14/in-shadow-of-israels-war-on-gaza-palestinian-diaspora-fights-to-be-heard,"In shadow of Israel's war on Gaza, Palestinian diaspora fights to be ...","2 hours ago ... ... Israeli attack as he fled his home in northern Gaza in October 2023, just days into Israel's war on the Palestinian territory. And she had ...",14 Oct 2024,2024-10-14 20:36:17.991309,Israel War,-,Middle East,-
Al Jazeera,https://www.aljazeera.com/news/2024/10/5/what-russia-wants-from-israel-iran-escalation-chaos-good-war-bad,"What Russia wants from Israel-Iran escalation: Chaos good, war bad ...","Oct 5, 2024 ... Russia is dependent on Iran for military support in Ukraine, but has had complex ties with Hezbollah.",Last update 6 Oct 2024,2024-10-14 20:36:18.080173,Israel War,-,Middle East,-
